video_id,segment_index,n_segments,timestamp_start,timestamp_end,input,target_sentence,target_caption
v_ciXArKhjAv8,0,3,0.0,3.89,[1.9s] a baby sitting on top of a couch eating food,A little boy is standing eating ice cream.,A little boy is standing eating ice cream. There is a dog on the floor behind him. He laughs and turns around.
v_ciXArKhjAv8,1,3,0.0,7.5,[3.8s] the baby is eating a piece of cake,There is a dog on the floor behind him.,A little boy is standing eating ice cream. There is a dog on the floor behind him. He laughs and turns around.
v_ciXArKhjAv8,2,3,3.58,7.5,[5.5s] a baby is sitting on the floor and smiling,He laughs and turns around.,A little boy is standing eating ice cream. There is a dog on the floor behind him. He laughs and turns around.
v_TOfBNYOlv8c,0,5,6.02,77.41,[6.0s] a woman standing in front of a bar | [16.2s] a woman standing in front of a bar | [26.4s] a woman in a black dress standing at a bar | [36.6s] a woman sitting at a bar in front of some bottles | [46.8s] a woman standing in front of a bar | [57.0s] a woman sitting at a bar in front of bottles | [67.2s] a woman sitting at a bar in front of bottles | [77.4s] a woman standing in front of a bar,A woman behind a bar is showing how to make a mixed drink.,"A woman behind a bar is showing how to make a mixed drink. A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. A website address is shown at the bottom of the screen. A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink. The camera zooms in on the drink and fades to black to end the video."
v_TOfBNYOlv8c,1,5,0.0,5.16,[2.6s] a martini being poured into a glass,"A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it.","A woman behind a bar is showing how to make a mixed drink. A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. A website address is shown at the bottom of the screen. A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink. The camera zooms in on the drink and fades to black to end the video."
v_TOfBNYOlv8c,2,5,7.74,76.98,[7.7s] a woman standing in front of a bar | [17.6s] a woman sitting at a bar in front of a mirror | [27.5s] a woman standing in front of a bar | [37.4s] a woman sitting at a bar talking to someone | [47.3s] a woman is making a drink at the bar | [57.2s] a woman sitting at a bar in front of bottles | [67.1s] a woman sitting at a bar in front of bottles | [77.0s] a woman standing in front of a bar,A website address is shown at the bottom of the screen.,"A woman behind a bar is showing how to make a mixed drink. A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. A website address is shown at the bottom of the screen. A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink. The camera zooms in on the drink and fades to black to end the video."
v_TOfBNYOlv8c,3,5,9.03,82.57,[9.0s] a woman standing in front of a bar | [19.5s] a woman sitting at a bar with a bottle | [30.0s] a woman standing behind a bar with bottles of alcohol | [40.5s] a woman sitting at a bar in front of bottles | [51.1s] a woman standing in front of a bar | [61.6s] a woman is sitting at the bar | [72.1s] a woman sitting at a bar in front of some bottles | [82.6s] a woman is sitting at the bar,"A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink.","A woman behind a bar is showing how to make a mixed drink. A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. A website address is shown at the bottom of the screen. A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink. The camera zooms in on the drink and fades to black to end the video."
v_TOfBNYOlv8c,4,5,83.0,85.8,[84.4s] a woman sitting at a bar with a drink,The camera zooms in on the drink and fades to black to end the video.,"A woman behind a bar is showing how to make a mixed drink. A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. A website address is shown at the bottom of the screen. A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink. The camera zooms in on the drink and fades to black to end the video."
v_waF8oGaQqvI,0,6,0.0,4.04,[2.0s] a white background with the word how on it,"A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"".","A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_waF8oGaQqvI,1,6,4.04,26.96,[4.0s] a woman laying on top of a bed next to a man | [9.8s] a woman standing in front of a store | [15.5s] a woman laying in bed with her head on the pillow | [21.2s] a woman laying in bed with her head on the pillow | [27.0s] a man and woman standing in front of a counter,"A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen.","A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_waF8oGaQqvI,2,6,26.96,97.74,[27.0s] a man and woman standing in front of a counter | [37.1s] a woman in an orange dress is reading a book | [47.2s] a woman standing in front of a closet | [57.3s] a woman is looking at her reflection in the mirror | [67.4s] a woman in an orange shirt is talking to another | [77.5s] a diagram of the human body and organs | [87.6s] a woman laying on top of a bed next to a man | [97.7s] a man in a black hoodie sitting on the floor,"The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her.","A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_waF8oGaQqvI,3,6,97.74,115.27,[97.7s] a man in a black hoodie sitting on the floor | [103.6s] a woman laying on top of a bed next to a man | [109.4s] an image of a man with tattoos on his arm | [115.3s] a woman in a blue dress standing next to an oven,"When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"".","A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_waF8oGaQqvI,4,6,115.27,128.08,[115.3s] a woman in a blue dress standing next to an oven | [121.7s] a woman in a blue top standing next to a man | [128.1s] a tattoo with the words democratss are more likely to have tattoos,The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up.,"A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_waF8oGaQqvI,5,6,128.08,134.76666666666668,[131.4s] an image of a person with tattoos on their arm,"A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast"".","A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"". A woman is lying on a bed in a business with a man sitting next to her and a list of things pop up on the screen under the words ""YOU WILL NEED"" appear on the screen. The woman is shown doing various things as steps show up under each action she does, and even tips appear on the screen that lead up to the woman laying on the bed as a man tattoos her. When he's done tattooing her he holds up a white bottle with a green cap and talks to her while showing it and white words appear on the screen giving a warning that ""Applying too much topical anesthetic and then covering the tattoo can cause seizures"". The woman stands up to show her tattoo and the woman is briefly shown sunbathing with the tattoo covered up. A close up of her tattoo is shown and words appear over it that say's ""Democrats are more likely to have tattoos"", then a white screen appears with the blue words in the middle that say ""Howcast""."
v_GffGGAwbcHo,0,7,7.96,12.35,[10.2s] a cartoon character is walking in the desert,A caveman is seen walking a purple rock.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,1,7,12.62,14.27,[13.4s] an elephant with a banana in it ' s mouth,He runs into a big dog and the dog eats the caveman.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,2,7,15.64,22.5,[19.1s] a cartoon dog with pink poms on its head,A God walks a poodle.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,3,7,22.78,27.72,[25.2s] a room with wooden floors and an open door,A cowboy walks his dog and is shot outside a saloon.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,4,7,28.81,33.2,[31.0s] a dog is standing in the corner of a building,Chaplin is seen walking his dog.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,5,7,33.75,42.81,[33.8s] a person laying on the floor in an empty room | [42.8s] a computer screen with an image of a flower,A hippie dog lies down on the floor and seems to be hallucinating.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_GffGGAwbcHo,6,7,44.18,49.39,[46.8s] a cartoon character riding on top of a pig,Dogs and spacecraft are seen exploring space.,A caveman is seen walking a purple rock. He runs into a big dog and the dog eats the caveman. A God walks a poodle. A cowboy walks his dog and is shot outside a saloon. Chaplin is seen walking his dog. A hippie dog lies down on the floor and seems to be hallucinating. Dogs and spacecraft are seen exploring space.
v_MSjSXzk2k50,0,2,0.0,45.7,[0.0s] a black and white logo with the words gmm | [6.5s] a black and white business card with an orange border | [13.1s] a woman is cleaning the floor with a vacuum | [19.6s] a red and black floor polisher on the floor | [26.1s] a woman is sitting on the floor in an office | [32.6s] a woman standing in the middle of a room | [39.2s] a woman in an orange dress is holding onto a white pole | [45.7s] a person is putting something in a red container,An intro leads into a woman pulling out a bucket and piecing together a mop.,An intro leads into a woman pulling out a bucket and piecing together a mop. The camera pans around the bucket and the woman continues using the mop inside the bucket and moving around the object.
v_MSjSXzk2k50,1,2,41.48,140.52,[41.5s] a red and gray machine sitting on a counter | [55.6s] a woman is cleaning the floor with a mop | [69.8s] a woman standing in front of a mirror | [83.9s] a woman standing in front of a wall holding a suitcase | [98.1s] a white wall outlet with a black cord | [112.2s] a woman standing in the middle of a room | [126.4s] a woman is cleaning the floor with a vacuum | [140.5s] a black and white logo with the words gmm,The camera pans around the bucket and the woman continues using the mop inside the bucket and moving around the object.,An intro leads into a woman pulling out a bucket and piecing together a mop. The camera pans around the bucket and the woman continues using the mop inside the bucket and moving around the object.
v_08wKlw4a_so,0,4,0.0,4.3,[2.1s] a cat that is looking out the window,A black dog walks on a lawn.,"A black dog walks on a lawn. A lady rakes leaves from the lawn onto the pavement sidewalk. The lady stops raking, turns around, and talks plus gestures. A white ball rolls to a parked car."
v_08wKlw4a_so,1,4,3.42,25.2252,[3.4s] a cat that is looking out the window | [8.9s] a man is seen through the screen of his home | [14.3s] a man standing in front of a fence | [19.8s] a car is seen through the screen of a window | [25.2s] a man standing in front of a window looking out the window,A lady rakes leaves from the lawn onto the pavement sidewalk.,"A black dog walks on a lawn. A lady rakes leaves from the lawn onto the pavement sidewalk. The lady stops raking, turns around, and talks plus gestures. A white ball rolls to a parked car."
v_08wKlw4a_so,2,4,18.22,22.15,[20.2s] a car is seen through the screen of a window,"The lady stops raking, turns around, and talks plus gestures.","A black dog walks on a lawn. A lady rakes leaves from the lawn onto the pavement sidewalk. The lady stops raking, turns around, and talks plus gestures. A white ball rolls to a parked car."
v_08wKlw4a_so,3,4,14.43,21.77,[18.1s] a man standing in front of a window,A white ball rolls to a parked car.,"A black dog walks on a lawn. A lady rakes leaves from the lawn onto the pavement sidewalk. The lady stops raking, turns around, and talks plus gestures. A white ball rolls to a parked car."
v_wBhtt9x74TA,0,3,0.0,25.033333333333335,[0.0s] a woman in a white bikini | [5.0s] a woman in a white bikini is fucked by two men | [10.0s] a woman in a white bikini is standing on the toilet | [15.0s] a man and woman are in the bathroom | [20.0s] a woman in white panties is getting fucked by two men | [25.0s] a woman in white panties is standing on the bed,A woman is standing by a toilet in a bikini.,A woman is standing by a toilet in a bikini. A man is rubbing sunscreen onto her legs. She begins to rub her leg.
v_wBhtt9x74TA,1,3,1.0,25.033333333333335,[1.0s] a woman in white panties is getting her pussyed | [5.8s] a group of men and women in the bathroom | [10.6s] a woman in white panties is getting fucked by two men | [15.4s] a man and woman are playing in the bathroom | [20.2s] a woman in white panties is getting her pussyed | [25.0s] a woman in white panties is standing on the bed,A man is rubbing sunscreen onto her legs.,A woman is standing by a toilet in a bikini. A man is rubbing sunscreen onto her legs. She begins to rub her leg.
v_wBhtt9x74TA,2,3,12.56,16.46,[14.5s] a man and woman are playing in the bathroom,She begins to rub her leg.,A woman is standing by a toilet in a bikini. A man is rubbing sunscreen onto her legs. She begins to rub her leg.
v_dsVvnFkGAn0,0,3,0.0,13.66,[0.0s] a black and white photo of the moon in the sky | [6.8s] a woman is playing the violin in her living room | [13.7s] a woman playing violin in front of a fireplace,The woman is sitting by the fireplace holding a violin.,The woman is sitting by the fireplace holding a violin. The woman placed the violin between her neck and shoulder and began strumming the violin with the stick. The lady put the violin on her lap and talked.
v_dsVvnFkGAn0,1,3,12.01,68.31,[12.0s] a woman is playing the violin in her living room | [20.1s] a woman playing the violin in her living room | [28.1s] a woman playing the violin in her living room | [36.1s] a woman playing the violin in her living room | [44.2s] a woman playing the violin in her living room | [52.2s] a woman playing the violin in her living room | [60.3s] a woman playing the violin in her living room | [68.3s] a woman playing the violin in her living room,The woman placed the violin between her neck and shoulder and began strumming the violin with the stick.,The woman is sitting by the fireplace holding a violin. The woman placed the violin between her neck and shoulder and began strumming the violin with the stick. The lady put the violin on her lap and talked.
v_dsVvnFkGAn0,2,3,63.76,82.707625,[63.8s] a woman playing the violin in her living room | [70.1s] a woman holding a violin in her hands | [76.4s] a woman holding a violin in her hands | [82.7s] a black and white photo of the moon in the sky,The lady put the violin on her lap and talked.,The woman is sitting by the fireplace holding a violin. The woman placed the violin between her neck and shoulder and began strumming the violin with the stick. The lady put the violin on her lap and talked.
v_sRgBK2_nb0I,0,7,0.0,7.97,[4.0s] a woman on the balance beam at an olympics event,We see a man raise his arms and prepare to mount the pommel horse.,We see a man raise his arms and prepare to mount the pommel horse. The man mounts the pommel horse. The man does a handstand and throws his open legs over the pommel. The man spins around on the pommel horse. The man does a handstand and dismounts. The man raises his arms and walks away. The man shakes another man's hand.
v_sRgBK2_nb0I,1,7,9.03,11.42,[10.2s] a man standing on top of a diving platform,The man mounts the pommel horse.,We see a man raise his arms and prepare to mount the pommel horse. The man mounts the pommel horse. The man does a handstand and throws his open legs over the pommel. The man spins around on the pommel horse. The man does a handstand and dismounts. The man raises his arms and walks away. The man shakes another man's hand.
v_sRgBK2_nb0I,2,7,11.42,18.59,[15.0s] the gymnast is doing a trick on the balance beam,The man does a handstand and throws his open legs over the pommel.,We see a man raise his arms and prepare to mount the pommel horse. The man mounts the pommel horse. The man does a handstand and throws his open legs over the pommel. The man spins around on the pommel horse. The man does a handstand and dismounts. The man raises his arms and walks away. The man shakes another man's hand.
v_sRgBK2_nb0I,3,7,19.12,44.08,[19.1s] a man is doing gymnastics on the balance beam | [24.1s] a woman is doing gymnastics on the balance beam | [29.1s] a man is doing gymnastics on the balance beam | [34.1s] a woman is doing gymnastics on the balance beam | [39.1s] a woman is doing gymnastics on the balance beam | [44.1s] a woman on the balance beam at an olympics event,The man spins around on the pommel horse.,We see a man raise his arms and prepare to mount the pommel horse. The man mounts the pommel horse. The man does a handstand and throws his open legs over the pommel. The man spins around on the pommel horse. The man does a handstand and dismounts. The man raises his arms and walks away. The man shakes another man's hand.
v_sRgBK2_nb0I,4,7,45.14,47.0,[46.1s] a woman is doing gymnastics on the balance beam,The man does a handstand and dismounts.,We see a man raise his arms and prepare to mount the pommel horse. The man mounts the pommel horse. The man does a handstand and throws his open legs over the pommel. The man spins around on the pommel horse. The man does a handstand and dismounts. The man raises his arms and walks away. The man shakes another man's hand.
